"ClipID","EventID","INSTANCE_TYPE","SYNOPSIS","GENRE","TOPIC","SCENE","OBJECTS","ACTIVITIES","INSTANCE_VARIETY","INSTANCE_COMPLEXITY","AUDIO_EVIDENCE","TEXT_EVIDENCE","NON_ENG_SPEECH","NON_ENG_TEXT"
"4406","NULL","NULL","Timelapse video of a man building a loft.","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"4407","NULL","NULL","People throw bricks at a wall.","Home Video","DESTRUCTION","","","","","","","","",""
"4410","NULL","NULL","A man takes apart a hard drive.","Video Blog","DESTRUCTION","","","","","","","","",""
"4411","NULL","NULL","A man breaks his old phone.","Video Blog","DESTRUCTION","","","","","","","","",""
"4417","NULL","NULL","person showing how to score on a penalty shot","Demonstration","SPORTS","","","","","","","","",""
"4419","NULL","NULL","person showing a variation on taking a penalty shot","Demonstration","SPORTS","","","","","","","","",""
"4422","NULL","NULL","little league player earns a base on a walk","Amateur Footage","SPORTS","","","","","","","","",""
"4423","NULL","NULL","little league player earns a walk","Amateur Footage","SPORTS","","","","","","","","",""
"4425","NULL","NULL","little league player gets walked","Amateur Footage","SPORTS","","","","","","","","",""
"4428","NULL","NULL","little league player hit by pitch, among other plays","Amateur Footage","SPORTS","","","","","","","","",""
"4430","P002","positive","batter gets hit by pitch, among other plays","Amateur Footage","SPORTS","","","","","","","","",""
"4432","NULL","NULL","bowler picks up a spare","Amateur Footage","SPORTS","","","","","","","","",""
"4433","NULL","NULL","bowler gets a spare","Amateur Footage","SPORTS","","","","","","","","",""
"4434","NULL","NULL","bowler gets a spare","Amateur Footage","SPORTS","","","","","","","","",""
"4435","NULL","NULL","child gets a spare with the aid of bumpers","Amateur Footage","SPORTS","","","","","","","","",""
"4444","NULL","NULL","Teenagers smash TVs with skateboards.","Amateur Footage","DESTRUCTION","","","","","","","","",""
"4445","NULL","NULL","A child builds a castle with blocks.","Home Video","CHILDREN","","","","","","","","",""
"4446","NULL","NULL","A man plays guitar and sings.","Home Video","MUSIC","","","","","","","","",""
"4447","NULL","NULL","A man dances.","Home Video","DANCE","","","","","","","","",""
"4472","NULL","NULL","How to clean a computer fan.","Tutorial","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4474","NULL","NULL","A man begins to show how to fix the XBox 360 red ring of death.","Tutorial","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4475","NULL","NULL","A man repairs an XBox 360.","Advertisement (public domain)","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4476","NULL","NULL","Features surfing dogs and some of their people","Demonstration","ANIMALS","","","","","","","","",""
"532","NULL","NULL","An old commercial for Gold Medal flour in which a woman mixes and displays a cake.","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"535","NULL","NULL","A historical discussion from many decades ago on America's transition into an industrial society.","Movie (public domain)","UNKNOWN","","","","","","","","",""
"624","P001","near_miss","Man talks about how he purchased and set up a screened porch tent for one hundred dollars. Tent already assembled before video was taken and he does not explain anything about the process of set","Home Video","MED_10_EVENTS","a porch underneath an assembled porch screen tent","people reading in tent, man shooting the video","man talking about his porch tent","","","no","no","no","no"
"725","P002","near_miss","A group of friends attend a Major League baseball game.","Amateur Footage","MED_10_EVENTS","Stadium parking lot during the day; inside the stadium; stadium parking lot at night after the game.","Spectators, cars, Gatorade bottle, beer, players, equipment, scoreboard.","Watching the game, cheering, drinking.","","","yes","yes","no","no"
"893","NULL","NULL","Footage of a woman loading a moving truck with boxes and other items.","Home Video","UNKNOWN","","","","","","","","",""
"918","P001","near_miss","A group of men work on assembling a roof for a structure, and one of them talks about it. They do not complete the task.","Amateur Footage","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"1094","NULL","NULL","Two boys are playing in the water at a campsite, but the tent we see has already been assembled.","Video Blog","OUTDOOR ACTIVITIES","","","","","","","","",""
"1163","NULL","NULL","Vintage Sunbeam Bread Commercial - narrator sells  'energy-packed' bread, gives 'junior' energy he needs","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"1270","P001","near_miss","People deconstructing a tent on a windy day in their front yard","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"1322","NULL","NULL","2 teenagers make a 2-layer cake chocolate cake.","Home Video","Icing, not making cake","","","","","","","","",""
"1413","P002","near_miss","Clips from a kids' baseball game.","Home Video","MED_10_EVENTS","Baseball field, outside, day time","Kids, bat, ball, gloves, bases","Pitchin, batting, running","normal","normal","yes","no","no","no"
"1643","NULL","NULL","Footage of the construction of a house.","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"1875","P003","near_miss","Decorating and eating a 1st birthday cake.","Home Video","MED_10_EVENTS","Indoors, day time","A woman, a baby, a cake, icing, candle","Decorating cake, singing 'Happy Birthday,' blowing out the candle, eating the cake","normal","normal","yes","no","no","no"
"1912","NULL","NULL","crowded cake-decoting event","Home Video","UNKNOWN","","","","","","","","",""
"1934","P002","near_miss","A hit in a tee-ball game - no run.","Home Video","MED_10_EVENTS","Park: day","Players, parents, bat, ball, tee, bases.","Batting, cheering, running","normal","normal","yes","no","no","no"
"1935","P002","near_miss","A father teaches his son how to bat a ball off a tee.","Home Video","MED_10_EVENTS","Front yard: day","Father, young son, mother (behind camera), bat, ball, tee, sprinkler","Batting, missing, laughing","normal","normal","yes","no","no","no"
"1983","NULL","NULL","little girl plays with confetti on the ground","Home Video","CHILDREN","","","","","","","","",""
"1985","NULL","NULL","A video of a large brass and drum band.","Home Video","MUSIC","","","","","","","","",""
"2015","NULL","NULL","Fireworks over the sea.","Home Video","CELEBRATION","","","","","","","","",""
"2019","NULL","NULL","A little kid swings on a chain at the beach.","Home Video","CHILDREN","","","","","","","","",""
"2027","NULL","NULL","A baby helps his mom put away paper towels.","Home Video","CHILDREN","","","","","","","","",""
"2044","NULL","NULL","girl dancing at club","Amateur Footage","DANCE","","","","","","","","",""
"2045","NULL","NULL","Video of a vat of live shrimp for sale.","Home Video","FOOD & DRINK","","","","","","","","",""
"2051","NULL","NULL","A slightly intoxicated guy goes grocery shopping in the produce department.","Home Video","FOOD & DRINK","","","","","","","","",""
"2054","NULL","NULL","How to make a savory pie dumpling.","Tutorial","FOOD & DRINK","","","","","","","","",""
"2067","NULL","NULL","A guy prepares Jerusalem artichokes while the cameraman heckles him.","Home Video","FOOD & DRINK","","","","","","","","",""
"2080","NULL","NULL","People cook live crabs, whom they've named 'Fussy' and 'Grouchy'","Home Video","FOOD & DRINK","","","","","","","","",""
"2084","NULL","NULL","People prepare and fry shrimp tempura.","Home Video","FOOD & DRINK","","","","","","","","",""
"2099","P003","near_miss","A baby helps his grandmother use the electric mixer.","Home Video","MED_10_EVENTS","Kitchen","Grandmother, baby, grandfather, electric mixer, flour, mixing bowl","Mixing ingredients, holding the bowl steady","normal","normal","yes","no","no","no"
"2101","P003","near_miss","Explanation of decorating cakes with fondant - not making cake","Demonstration","MED_10_EVENTS","Professional kitchen","Adult female & male, chef jackets","Decorating, talking, rolling","normal","normal","yes","no","yes","no"
"2119","NULL","NULL","man carving ice sculpture","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2131","NULL","NULL","Baby sleeping","Home Video","UNKNOWN","","","","","","","","",""
"2141","NULL","NULL","Swimming","Home Video","UNKNOWN","","","","","","","","",""
"2151","NULL","NULL","Roller coaster","Home Video","UNKNOWN","","","","","","","","",""
"2156","NULL","NULL","Swimming","Home Video","UNKNOWN","","","","","","","","",""
"2160","NULL","NULL","decorating cakes with strawberries","Amateur Footage","UNKNOWN","","","","","","","","",""
"2201","NULL","NULL","women talking about playing the harmonica","Amateur Footage","MUSIC","","","","","","","","",""
"2203","NULL","NULL","man playing glass harmonica","Performance","MUSIC","","","","","","","","",""
"2206","NULL","NULL","man playing a large harmonica","Home Video","MUSIC","","","","","","","","",""
"2207","NULL","NULL","Easy Bake Oven cake decorating and eating","Home Video","UNKNOWN","","","","","","","","",""
"2210","P003","near_miss","A stop motion produced film of making a birthday cake","Performance","MED_10_EVENTS","kitchen","several people, cake, cream, candy, bannana, jam","","high","normal","no","no","no","no"
"2217","NULL","NULL","Cake decorated like a fish to strange music.","Home Video","UNKNOWN","","","","","","","","",""
"2231","NULL","NULL","A trainer performs 100 bicep curls","Tutorial","SPORTS","","","","","","","","",""
"2261","NULL","NULL","a woman holds her sandals and a loaf of baked bread and a cake up to the camera","Home Video","UNKNOWN","","","","","","","","",""
"2273","P003","near_miss","sped up footage of someone making a banana loaf","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2275","NULL","NULL","A man shows his basement drywall work in progress","Home Video","UNKNOWN","","","","","","","","",""
"2276","NULL","NULL","Very short clip of cake rising and being frosted.","Amateur Footage","UNKNOWN","","","","","","","","",""
"2285","NULL","NULL","Frosting a cake","Home Video","UNKNOWN","","","","","","","","",""
"2286","NULL","NULL","Demonstration of a double fishermans knot being tied","Demonstration","UNKNOWN","","","","","","","","",""
"2300","NULL","NULL","New York Cake and Baking Supply video","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2310","NULL","NULL","Woman carves cake","Home Video","UNKNOWN","","","","","","","","",""
"2314","NULL","NULL","Woman decorates cake.","Amateur Footage","UNKNOWN","","","","","","","","",""
"2338","NULL","NULL","male skateboarding","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2339","NULL","NULL","overweight man on stage with other men","Amateur Footage","COMEDY","","","","","","","","",""
"2344","NULL","NULL","acrobatics at carnival","Home Video","PERFORMANCE","","","","","","","","",""
"2345","NULL","NULL","backyard party with light acrobatics","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2394","NULL","NULL","A history of aerial warfare in WWII, as depicted by marshmallow peeps.","Lecture/Presentation","UNKNOWN","","","","","","","","",""
"2398","P001","near_miss","A man reviews a REI tent. The tent has already been set up and the reviewer/cameraman has slept in it one night. Reviewer thoroughly goes through the whole tent while he explains each part of the tent","Home Video","MED_10_EVENTS","a wooded lakeside campside","tent, tent components, camping chairs, other camping gear, SUV, trees\ncameraman, woman in chair","reviewing a tent, explaining how a tent is set up after setting it up","normal","normal","yes","no","no","no"
"2421","NULL","NULL","A man plays a wheel fiddle, also known as a hurdy-gurdy.","Home Video","MUSIC","","","","","","","","",""
"2427","NULL","NULL","person walking out of a natural body of water","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2429","NULL","NULL","person filming while snowboarding","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2436","NULL","NULL","man blows candles out on birthday cake","Home Video","UNKNOWN","","","","","","","","",""
"2438","NULL","NULL","dogs running around; some people sitting on a bench","Amateur Footage","ANIMALS","","","","","","","","",""
"2459","NULL","NULL","a man hopping in place","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2480","NULL","NULL","A woman jumps from a high rock into a small flowing creek.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2489","NULL","NULL","Slideshow of vacation photos from Berlin, and a short video from a concentration camp tour.","Other","UNKNOWN","","","","","","","","",""
"2492","NULL","NULL","two people taking pictures of race cars","Amateur Footage","VEHICLES","","","","","","","","",""
"2502","P003","near_miss","A team of French Pastry Chefs get ready for a pastry competition.","Demonstration","MED_10_EVENTS","Professional Kitchen","Pastry Chefs and cooks, chocolate,, cake, tempered chocolate, petit fours ( glaces & sects) ,silpats","sculpting, dipping, explaining, placing, lifting, carrying","normal","normal","no","no","no","no"
"2514","NULL","NULL","Instructions for a hybrid exercise for arms and shoulders","Tutorial","SPORTS","","","","","","","","",""
"2524","NULL","NULL","man playing resonator guitar","Performance","MUSIC","","","","","","","","",""
"2548","P003","near_miss","Two girls make cake batter for the first time.","Home Video","MED_10_EVENTS","First floor of a house","Spoon, over, flour, sugar, coffee, butter, tartar, salt, egg whites","listing ingredients","normal","normal","yes","no","no","no"
"2586","NULL","NULL","Woman make mock Sarah Palin video","Home Video","UNKNOWN","","","","","","","","",""
"2587","NULL","NULL","Home video of Sarah Palin rally.","Home Video","UNKNOWN","","","","","","","","",""
"2590","NULL","NULL","Two little kids talks on phone","Home Video","UNKNOWN","","","","","","","","",""
"2612","NULL","NULL","Celebrating afther the Phillies win the 2008 world series.","Amateur Footage","SPORTS","","","","","","","","",""
"2613","NULL","NULL","Celebrating on Broad Street after the Phillies win the 2008 world series.","Amateur Footage","CELEBRATION","","","","","","","","",""
"2624","NULL","NULL","Shot from an office window, a minivan is seen burning, stationary on the street below. A siren can be heard as a fire engine pulls up at the end of the video. This video was shot in Philadelphia at 13","Home Video","VEHICLES","","","","","","","","",""
"2627","NULL","NULL","machine filling batter molds","Amateur Footage","FOOD & DRINK","","","","","","","","",""
"2708","P003","near_miss","A man talks about his son's first birthday cake, and gives it to him.","Home Video","MED_10_EVENTS","","","","normal","normal","yes","yes","no","no"
"2719","NULL","NULL","TIme lapse footage of two people painting the ceiling of a room.","Home Video","UNKNOWN","","","","","","","","",""
"2730","NULL","NULL","a guy eats a lot of jaffa cake","Amateur Footage","EATING","","","","","","","","",""
"2735","P003","near_miss","A baby has cake for his 1st birthday","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2739","NULL","NULL","A man tries a gluten free cake that he made earlier","Home Video","Drinking/Eating","","","","","","","","",""
"2740","NULL","NULL","a cake is presented with candles and sparklers for a grandmother's birthday","Home Video","CELEBRATION","","","","","","","","",""
"2802","P003","near_miss","A group of children are about to decorate cupcakes with icing and sprinkles.","Home Video","MED_10_EVENTS","A playroom or children's classroom","children, cupcakes, icing, table","decorating","normal","normal","yes","no","no","no"
"2805","P003","near_miss","A girl watches a stand mixer mixing cake batter.","Home Video","MED_10_EVENTS","kitchen counter","girl, spatula, stand mixer, batter","watching, talking, eating","normal","normal","yes","no","no","no"
"3087","NULL","NULL","man making flat bread from dough","Amateur Footage","FOOD & DRINK","","","","","","","","",""
"3090","NULL","NULL","Two children roll out and cut gingerbread cookie dough, put it on a pan, and put it in the oven.","Home Video","baking, not cake","","","","","","","","",""
"3091","NULL","NULL","A boy puts cookie dough on a pan.","Home Video","baking, not cake","","","","","","","","",""
"3092","NULL","NULL","A woman puts cookie dough on a pan.","Home Video","baking, not cake","","","","","","","","",""
"3095","NULL","NULL","A woman and a child make and decorate cookies for a birthday party.","Home Video","baking, not cake","","","","","","","","",""
"3103","NULL","NULL","People assemble ingredients and mix them together for sugar cookies. Text instructions.","Tutorial","baking, not cake","","","","","","","","",""
"3106","NULL","NULL","People measure ingredients, mix, and roll out cookie dough. They add jam and bake the dough.","Home Video","baking, not cake","","","","","","","","",""
"3110","NULL","NULL","A woman and a younger woman mix ingredients and make cookies. A man eats the cookies.","Home Video","baking, not cake","","","","","","","","",""
"3111","NULL","NULL","People redo their terrace garden.","Home Video","Plants","","","","","","","","",""
"3277","NULL","NULL","woman with baby in sling prepares batter for cinnamon rolls","Home Video","FOOD & DRINK","","","","","","","","",""
"3279","NULL","NULL","Man blows out birthday candles on cake","Home Video","CELEBRATION","","","","","","","","",""
"3288","NULL","NULL","child dances with cat to toy chipmunk song","Home Video","CHILDREN","","","","","","","","",""
"3289","NULL","NULL","kids celebrate mother's graduation with hats","Home Video","CHILDREN","","","","","","","","",""
"3292","NULL","NULL","a drunk man falls","Home Video","CELEBRATION","","","","","","","","",""
"3293","NULL","NULL","tristan and sharon's birthday party","Home Video","CELEBRATION","","","","","","","","",""
"3295","NULL","NULL","group of people in a cartwheel race","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3335","NULL","NULL","Kids soccer practice/parents gathering.","Home Video","UNKNOWN","","","","","","","","",""
"3358","NULL","NULL","A weightlifter demonstrates his shoulder and triceps workout","Amateur Footage","UNKNOWN","","","","","","","","",""
"3449","NULL","NULL","bear masturbating in front of other bear","Amateur Footage","ANIMALS","","","","","","","","",""
"3510","NULL","NULL","During a baseball game the third base coach gives signals in between pitches.","Home Video","SPORTS","","","","","","","","",""
"3513","P002","near_miss","Batter hits a ground ball single to left field. No runs are driven in.","Home Video","MED_10_EVENTS","lighted baseball diamond at night","baseball, bat\nbaseball players, umpires, coaches","hitting a single","normal","normal","no","no","no","no"
"3590","NULL","NULL","A woman dances at a party as onlookers cheer.","Home Video","CELEBRATION","","","","","","","","",""
"3605","NULL","NULL","army marching in parade","Amateur Footage","MILITARY","","","","","","","","",""
"3971","NULL","NULL","Volleyball","Home Video","UNKNOWN","","","","","","","","",""
"3977","NULL","NULL","Iraqi soldier singing","Amateur Footage","MILITARY","","","","","","","","",""
"4054","NULL","NULL","informal saltine eating contest","Home Video","COMPETITION","","","","","","","","",""
"4061","NULL","NULL","Grandpa races baby","Home Video","COMPETITION","","","","","","","","",""
"4065","NULL","NULL","pig race","Amateur Footage","COMPETITION","","","","","","","","",""
"4071","NULL","NULL","snowmobile racing","Amateur Footage","COMPETITION","","","","","","","","",""
"4072","NULL","NULL","cars racing on frozen lake","Home Video","COMPETITION","","","","","","","","",""
"4082","NULL","NULL","winner announced for cooking competition","Home Video","COMPETITION","","","","","","","","",""
"4084","NULL","NULL","marshmallow eating contest","Home Video","COMPETITION","","","","","","","","",""
"4085","NULL","NULL","mashed potato eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"4086","NULL","NULL","eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"4087","NULL","NULL","doughnut eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"4088","NULL","NULL","chili pepper eating contest","Home Video","COMPETITION","","","","","","","","",""
"4089","NULL","NULL","hot-dog eating contest","Home Video","COMPETITION","","","","","","","","",""
"4091","NULL","NULL","foosball game","Amateur Footage","COMPETITION","","","","","","","","",""
"4093","NULL","NULL","latin scrabble tournament","Amateur Footage","COMPETITION","","","","","","","","",""
"4100","NULL","NULL","kids' costume competition","Home Video","COMPETITION","","","","","","","","",""
"4101","NULL","NULL","two girls do karaoke","Home Video","CELEBRATION","","","","","","","","",""
"4102","NULL","NULL","baby tries to eat microphone","Home Video","CHILDREN","","","","","","","","",""
"4155","NULL","NULL","children play in the sand","Home Video","CHILDREN","","","","","","","","",""
"4157","NULL","NULL","baby wearing poodle costume walks around","Home Video","CHILDREN","","","","","","","","",""
"4159","NULL","NULL","baby attempts to eat toy ducks, then leaves","Home Video","CHILDREN","","","","","","","","",""
"4160","NULL","NULL","trying to get into limo while dressed up","Home Video","UNKNOWN","","","","","","","","",""
"4177","NULL","NULL","A man discusses is Kernel Panic on his iMacbook pro.","Home Video","UNKNOWN","","","","","","","","",""
"4251","NULL","NULL","breakdance competition in dance hall","Amateur Footage","DANCE","","","","","","","","",""
"4305","NULL","NULL","guy playing his drum kit at home","Amateur Footage","NATURE","","","","","","","","",""
"4359","NULL","NULL","Playing badminton","Home Video","UNKNOWN","","","","","","","","",""
"4373","NULL","NULL","People playing badminton","Home Video","UNKNOWN","","","","","","","","",""
"4390","NULL","NULL","A man attemot qualify to enter a weightlifting competition.","Amateur Footage","UNKNOWN","","","","","","","","",""
"4437","NULL","NULL","two people dancing outdoors","Amateur Footage","DANCE","","","","","","","","",""
"4441","NULL","NULL","person dancing in a garage/workshop","Amateur Footage","DANCE","","","","","","","","",""
"4450","NULL","NULL","back of bus on fire in Stockholm","Home Video","DISASTER","","","","","","","","",""
"4451","NULL","NULL","footage of truck on fire by highway","Home Video","DISASTER","","","","","","","","",""
"4453","NULL","NULL","tornado swirling in sky","Amateur Footage","DISASTER","","","","","","","","",""
"4454","NULL","NULL","linear wind event","Amateur Footage","DISASTER","","","","","","","","",""
"4456","NULL","NULL","very heavy rainstorm","Home Video","DISASTER","","","","","","","","",""
"4457","NULL","NULL","narrator drives through storm","Amateur Footage","NATURE","","","","","","","","",""
"4458","NULL","NULL","hail storm","Amateur Footage","DISASTER","","","","","","","","",""
"4459","NULL","NULL","blizzard footage with narration","Amateur Footage","DISASTER","","","","","","","","",""
"4460","NULL","NULL","fire on mountain","Amateur Footage","DISASTER","","","","","","","","",""
"4461","NULL","NULL","fire on mountain","Amateur Footage","DISASTER","","","","","","","","",""
"4463","NULL","NULL","observing fire from afar","Home Video","DISASTER","","","","","","","","",""
"4464","NULL","NULL","smoky fire","Amateur Footage","DISASTER","","","","","","","","",""
"4465","NULL","NULL","watching man on roof near fire","Amateur Footage","DISASTER","","","","","","","","",""
"4466","NULL","NULL","people watching fire from inside","Amateur Footage","DISASTER","","","","","","","","",""
"4467","NULL","NULL","fire at race track","Amateur Footage","DISASTER","","","","","","","","",""
"4468","NULL","NULL","footage of car fire","Amateur Footage","DISASTER","","","","","","","","",""
"4478","NULL","NULL","a dog and handler complete an agility course","Amateur Footage","ANIMALS","","","","","","","","",""
"4479","NULL","NULL","How to fix an XBox 360 in 8 steps.","Advertisement (public domain)","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4481","NULL","NULL","kids' school project","Amateur Footage","UNKNOWN","","","","","","","","",""
"4484","NULL","NULL","A girl dances to a Britney Spears song in a clothing store.","Home Video","DANCE","","","","","","","","",""
"4486","NULL","NULL","girl solving Rubik's Cube","Demonstration","GROOMING","","","","","","","","",""
"4487","NULL","NULL","girl solving Rubik's Cube","Amateur Footage","GAMES","","","","","","","","",""
"4489","NULL","NULL","guy solving Rubik's Cube","Demonstration","GROOMING","","","","","","","","",""
"4490","NULL","NULL","girl solving Rubik's Cube","Demonstration","GAMES","","","","","","","","",""
"4494","NULL","NULL","iphone video of people with their dogs","Amateur Footage","ANIMALS","","","","","","","","",""
"4498","NULL","NULL","A pair of rat terriers sit at the table for a birthday celebration","Amateur Footage","ANIMALS","","","","","","","","",""
"4499","NULL","NULL","A rat terrier puppy explores his new home and plays with his new people","Amateur Footage","ANIMALS","","","","","","","","",""
"4508","NULL","NULL","volcano chemistry kit","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4511","NULL","NULL","dry ice and soap mixed","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4518","NULL","NULL","frog dissection","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4519","NULL","NULL","home science experiment","Demonstration","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4528","NULL","NULL","kids experimeting with planting","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4529","NULL","NULL","family science experiment","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4530","NULL","NULL","physics exhibition","Demonstration","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4536","NULL","NULL","A man tries to tell a story but is laughing too hard.","Amateur Footage","UNKNOWN","","","","","","","","",""
"4537","NULL","NULL","A girl tells an unintelligible story.","Home Video","CHILDREN","","","","","","","","",""
"4539","NULL","NULL","a girl tells a story","Home Video","CHILDREN","","","","","","","","",""
"4545","NULL","NULL","A group of girls play with a bug","Home Video","NATURE","","","","","","","","",""
"4546","NULL","NULL","A girl plays a game about matching pictures of bugs.","Home Video","NATURE","","","","","","","","",""
"4548","NULL","NULL","Two girls play on bikes and a toy car","Home Video","VEHICLES","","","","","","","","",""
"4550","NULL","NULL","A large group of children climb trees with equipment","Amateur Footage","NATURE","","","","","","","","",""
"4552","NULL","NULL","A girl climbs a tree","Home Video","NATURE","","","","","","","","",""
"4558","NULL","NULL","A man and a woman talk to a baby to encourage him to get up off the ground.","Home Video","CHILDREN","","","","","","","","",""
"4559","NULL","NULL","A baby plays with various toys while a woman talks to the baby.","Home Video","CHILDREN","","","","","","","","",""
"4561","NULL","NULL","A baby plays with his parents, and a rattle.","Home Video","CHILDREN","","","","","","","","",""
"4567","NULL","NULL","A baby and a little girl are playing in a room together, with various toys.","Home Video","CHILDREN","","","","","","","","",""
"4570","NULL","NULL","A baby plays on the floor with various baby toys.","Home Video","CHILDREN","","","","","","","","",""
"4571","NULL","NULL","A woman gives a baby a toy and the baby plays with the toy.","Home Video","CHILDREN","","","","","","","","",""
"4574","NULL","NULL","A baby is playing with various baby toys, while a woman talks to her.","Home Video","CHILDREN","","","","","","","","",""
"4583","NULL","NULL","Footage of a martial arts class, featuring an interveiw with the instructor.","Amateur Footage","SPORTS","","","","","","","","",""
"4587","NULL","NULL","A woman practices several yoga poses.","Home Video","INDOOR ACTIVITIES","","","","","","","","",""
"4589","NULL","NULL","A woman practices various yoga poses while her voice over describes her practice.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"4590","NULL","NULL","A young woman demonstrates several yoga poses.","Home Video","INDOOR ACTIVITIES","","","","","","","","",""
"4592","NULL","NULL","Compilation footage of the war in Afghanistan.","Amateur Footage","MILITARY","","","","","","","","",""
"4599","NULL","NULL","Soldiers marching in formation, with drumming.","Amateur Footage","MILITARY","","","","","","","","",""
"4600","NULL","NULL","A soldier talks about his reasons for joining the Marine Corps","Interview","MILITARY","","","","","","","","",""
"4602","NULL","NULL","A soldier talks about why he joined the Marine Corps.","Interview","MILITARY","","","","","","","","",""
"4606","NULL","NULL","A soldier talks about his reactions to Obama's inauguration.","Interview","MILITARY","","","","","","","","",""
"4608","NULL","NULL","A soldier talks about his reaction to Obama's inauguration.","Interview","MILITARY","","","","","","","","",""
"4609","NULL","NULL","A soldier talks about his reaction to Obama's inauguration.","Interview","MILITARY","","","","","","","","",""
"4610","NULL","NULL","A group of soldeirs are engaged in weapons training.","Amateur Footage","MILITARY","","","","","","","","",""
"4617","NULL","NULL","A woman stands on a man's back in an attempt to climb a tree.","Amateur Footage","NATURE","","","","","","","","",""
"4618","NULL","NULL","Two boys climb a tree","Home Video","NATURE","","","","","","","","",""
"4619","NULL","NULL","A woman steps on an evergreen tree in the snow.","Amateur Footage","NATURE","","","","","","","","",""
"4620","NULL","NULL","A boy and a girl climb a tree.","Home Video","NATURE","","","","","","","","",""
"4625","NULL","NULL","A young man climbs a tree","Amateur Footage","NATURE","","","","","","","","",""
"4626","NULL","NULL","A baby boy swings in a swing outside. A man talks about doing yard work. Two girls play outside and one climbs a tree.","Home Video","NATURE","","","","","","","","",""
"4627","NULL","NULL","A woman pets a goat at a pettng zoo. The camera shows rabbits and guinea pigs as well.","Amateur Footage","NATURE","","","","","","","","",""
"4629","NULL","NULL","A little girl looks at donkeys at a petting zoo","Amateur Footage","NATURE","","","","","","","","",""
"4630","NULL","NULL","A woman and two children sit in the grass outdoors.","Amateur Footage","NATURE","","","","","","","","",""
"4642","NULL","NULL","A girl plays hopscotch while another girl plays with a bike","Home Video","CHILDREN","","","","","","","","",""
"4643","NULL","NULL","Two girls play on a hopscotch board","Amateur Footage","CHILDREN","","","","","","","","",""
"4644","NULL","NULL","A girl feeds and pets goats at a petting zoo","Amateur Footage","NATURE","","","","","","","","",""
"4645","NULL","NULL","Children pet and feed chickens at a petting zoo","Amateur Footage","NATURE","","","","","","","","",""
"4647","NULL","NULL","Boys feed goats at a petting zoo","Amateur Footage","NATURE","","","","","","","","",""
"4648","NULL","NULL","People pet goats at a petting zoo","Amateur Footage","NATURE","","","","","","","","",""
"4653","NULL","NULL","Random clip of big celebration","Home Video","CELEBRATION","","","","","","","","",""
"4654","NULL","NULL","Birthday party.","Home Video","CELEBRATION","","","","","","","","",""
"4655","NULL","NULL","children pet animals at a petting zoo and ride a horse","Amateur Footage","NATURE","","","","","","","","",""
"4656","NULL","NULL","A woman plays with a goat at a pettign zoo","Amateur Footage","NATURE","","","","","","","","",""
"4659","NULL","NULL","Children and adults play with and pet monkeys","Amateur Footage","NATURE","","","","","","","","",""
"4661","NULL","NULL","A baby boy pets a cow","Amateur Footage","NATURE","","","","","","","","",""
"4664","NULL","NULL","A girl pets goats at a petting zoo","Amateur Footage","NATURE","","","","","","","","",""
"4665","NULL","NULL","A boy pets sheep at a petting zoo","Amateur Footage","NATURE","","","","","","","","",""
"4671","NULL","NULL","Celebrating Seis de Mayo.","Home Video","CELEBRATION","","","","","","","","",""
